Date,Cateogry,Sub-Category,Title,Question
Mar 30 2021 10:51 AM,Writing,Essay,"Construct a paragraph using a topic sentence, supporting sentences and a concluding sentence on...","Construct a paragraph using a topic sentence, supporting sentences and a concluding sentence on the topic “What is an Academic Argument"
Apr 13 2021 04:39 PM,Writing,Essay,"As a teacher, you will have to observe individual student behavior while managing instruction...","As a teacher, you will have to observe individual student behavior while managing instruction with the whole class. What type of challenges would you expect in this situation and how would you address the challenges?"
Mar 31 2021 09:52 AM,Writing,Essay,Describe the roles and functions of the major components of the Canadian criminal justice system...,Describe the roles and functions of the major components of the Canadian criminal justice system and identify the manner in which they relate and interact with each other.
Mar 31 2021 09:48 AM,Writing,Essay,Write a 500-word essay comparing a stanza form Rolando Tinio’s “Cantico Profano” in Filipino and...,Write a 500-word essay comparing a stanza form Rolando Tinio’s “Cantico Profano” in Filipino and its English translation “Profane Canticle”.
Apr 02 2021 02:54 AM,Writing,Essay,Discuss the composition task findings and the Phelps stocks commission. Of what relevance were...,Discuss the composition task findings and the Phelps stocks commission. Of what relevance were the recommendations to the education system in Northern Rhodesia?
Apr 09 2021 12:39 PM,Writing,Essay,Every child born in this world is different and has a different purpose to fill in this world. I...,"Every child born in this world is different and has a different purpose to fill in this world. I loved how you said that because it is so true. Also, I loved how you said every child should be a chance in academics because everyone can learn some are just slower or faster than others. comment as you see fit. min 20 words or more"
Apr 02 2021 05:58 AM,Writing,Essay,"Write a paragraph about how you think your holidays will be. If you can, please copy and paste a...","Write a paragraph about how you think your holidays will be. If you can, please copy and paste a picture with this word document or PowerPoint. Try to use as much verbs and nouns as possible. This has to have 500 words max. If not due past date, you will get extra homework. Thank you"
Apr 02 2021 06:11 AM,Writing,Essay,"In school situations, some teachers’ and students’ behaviors are regarded as appropriate and...","In school situations, some teachers’ and students’ behaviors are regarded as appropriate and others as inappropriate. Make a list of appropriate and inappropriate behaviors and why this behavior is so designated. Determine how students learn to make distinctions between the appropriate and the inappropriate. Then, hypothesize about how Confucius, Plato, Aquinas, Erasmus, and Luther might evaluate your list. </html-blob>Your answer"
Apr 17 2021 06:39 PM,Writing,Essay,"""The primary challenge that may come across is inattentiveness of any particular student. In this...","""The primary challenge that may come across is inattentiveness of any particular student. In this respect, to overcome the challenge, primarily, as a teacher, I must deliver the lesson with activity that calls for active participation of all the students through forming separate groups. This way the problem of inattention can be addressed.""    Another student reply:I respect and appreciate your response of inattentiveness and the use of small groups to engage in active participation. I am an advocate of small group learning and am specific and observant with regards to who I place in small groups and why. Do you have a specific way of organizing your small groups or would you let the students pick their small groups? How would you handle a situation in which the groups were not effectively working together? And, would you consider one-on-one instruction as well?    Answer the another student reply. Min 40 words or more"
Apr 17 2021 10:39 AM,Writing,Essay,Share an image of a particular physical feature on the earth that you may have often wondered...,"Share an image of a particular physical feature on the earth that  you may have often wondered about. Tell us where it is located, what you  know about it, why you chose this feature, and why it intrigues you.  Using the information you have gleaned from the chapter reading, discuss  its origins (igneous, sedimentary, metamorphic), ( *please make sure it is a real rock feature and not photoshopped ) In approximately 400-500 words describe what you have learnt from the material in Chapter 3 ( use images please)"
Apr 17 2021 10:39 PM,Writing,Essay,Targeted behavior in the classroom can be difficult to deal with for both students and the...,"Targeted behavior in the classroom can be difficult to deal with for both students and the teacher. For the students, they can become distracted when their classmate(s) are talking loudly and just moving around the classroom. The students lose focus when a child is constantly speaking out and loudly. When a student is talking loudly and moving around the classroom, it disrupts the teachers focus and motivation because you are trying to focus on teaching but you are also thinking about the child with the targeted behavior and also the students trying to learn. Most of the time I do think it is about attention or responding to some kind of stimuli. I am nervous to be able to teach while focusing on the disruptive students and students eager and ready to learn. Comment as you see fit. Min 30 words or more"
Apr 20 2021 05:31 AM,Writing,Essay,Discuss examples of internalized behaviors in early childhood classrooms. What are some causes of...,Discuss examples of internalized behaviors in early childhood classrooms. What are some causes of internalized behaviors in young children? How can a teacher observe and measure internalized behaviors? Min 40 words or more Some resources to help:http://iris.peabody.vanderbilt.edu/wp-content/uploads/pdf_case_studies/ics_measbeh.pdf
Apr 04 2021 02:14 PM,Writing,Essay,a. Every passenger pays more for a ticket because heavier passengers increase fuel consumption....,a. Every passenger pays more for a ticket because heavier passengers increase fuel consumption. It’s only fair that heavier passengers pay extra for the increased fuel consumption.
Apr 16 2021 09:39 AM,Writing,Essay,1. What is the attitude toward ‘courtly love’? Which characters represent that tradition?In...,"1. What is the attitude toward ‘courtly love’? Which characters represent that tradition?In traditional ‘courtly love,’ a knight performs feats of valour for a lady he loves who is generally not his wife. He aspires to win her love by proving his worthiness and chivalric merit. Does Gawain serve a lady in the poem? If so, whom does he serve? 
         
            
             
                 
                     Attachments:  
                 
                 DAA0FA4C-3AB6....jpeg"
Apr 20 2021 12:59 PM,Writing,Essay,It is easy to live our lives without thinking too carefully about why we are doing what we do....,"It is easy to live our lives without thinking too carefully about why we are doing what we do. It is also easy to simply do the things that seem immediately pleasant without a bigger life-plan in mind. This is totally natural, of course, since thinking about how to live our lives can be quite annoying and deciding to be more intentional about what we do can be truly exhausting. But while Socrates was clearly exaggerating when he said that “the unexamined life is not worth living” (of course it is!), he was certainly right in suspecting that unexamined lives often lead their subjects to the late and regrettable conclusion that their living was not worth their lives. So the truth is that simply going-through-the-motions of your life is a recipe for existential disaster down the road. It would be great if we could all avoid that. In this short paper, then, I want you to examine your life so far and your life goals moving forward, in light of our discussions of Religion and Meaning in this unit. More exactly, I want you to do three things. (A) I want you to begin by analyzing your own life until now. I want you to make a self-assessment of how meaningful it has been. This is once again an opportunity for self-improvement; an opportunity to turn a constructively critical eye to yourself. (B) I then want you to discuss the connection between Religion and Meaning in general, based on our readings, and also the connection between Religion and the meaningfulness of your life, so far, in particular. Here I want you to engage with at least one author from this unit. (C) Finally, I want you to discuss what steps you can take to improve the meaningfulness of your life going forward.
         
            
             
                 
                     Attachments:  
                 
                 SP2---Religio....pdf"
Apr 07 2021 10:02 AM,Writing,Essay,“Global citizenship is the reality because the conditions existto make it so.”--Darren J....,“Global citizenship is the reality because the conditions existto make it so.”--Darren J. O’Byrne. What are the conditions contributing to the emergence of the idea of global citizenship? Do you agree that global citizenship is a reality? Explain and illustrate your answer.
Apr 23 2021 09:59 AM,Writing,Essay,What are the pros and cons of having someone from outside the classroom complete observations of...,What are the pros and cons of having someone from outside the classroom complete observations of a target behavior? Min 25 words or more
Apr 21 2021 02:59 AM,Writing,Essay,Provide two examples of how a teacher can unethically collect and use data. How would such...,Provide two examples of how a teacher can unethically collect and use data. How would such unethical collection and use be detrimental to various associated stakeholders? Min 40 words or more resources that may help:http://www.ecedata.org/http://www.pbisworld.com/data-tracking/ http://iris.peabody.vanderbilt.edu/wp-content/uploads/pdf_case_studies/ics_measbeh.pdf
Apr 14 2021 06:39 AM,Writing,Essay,Describe two types of discouraged target behaviors you feel are most common in the classroom....,Describe two types of discouraged target behaviors you feel are most common in the classroom. What are the effects of these behaviors on classroom instruction and activities? Why are these behaviors so common? min 40 words or more
Apr 23 2021 02:57 AM,Writing,Capstone,What is formal acceptance? How is the formal acceptance used to create the final report? Where will.,"What is formal acceptance? 

   

 How is the formal acceptance used to
create the 

 final report? 

 Where will the
resources come from to help finalize last steps? 

   

 What is the new
timeline now for the final small tasks needed for final 

 legal sign-off by
both the organization and vendors? 

 Other than the
documents provided in the text, what other forms 

 and documents will
you need?"
Apr 23 2021 02:57 AM,Writing,Capstone,Did the lessons-learned process include recommendations for future actions to create success? What..,"Did the
lessons-learned process include recommendations for 

 future actions to
create success? 

 What and how were
challenges met; what can be done better? 

   

 How were risks
managed; what could be done better? 

   

   

 How can knowledge
and experiences learned here best be 

 transferred to other
projects and teams? 

   

 What recommendations
should be shared with other PMs and 

 teams?"
Nov 14 2020 08:33 PM,Writing,Dissertation and Thesis Services,"Students will choose a journal article, book chapter or other academic work to review in essay...","Students will choose a journal article, book chapter or other academic work to review in essay form. Students will be expected to locate the work in a theoretical context and to discuss the work with both depth and clarity. The emphasis in the essay is on the quality of students writing and their ability to sustain an insightful and coherent review."
Oct 30 2020 10:46 AM,Writing,Dissertation and Thesis Services,1. Easy-to-access self-serve health check is certainly very convenient to the general public....,"1. Easy-to-access self-serve health check is certainly very convenient to the general public. Please discuss the technologies that drove this to happen. (6 marks) 2. In the Intelligent Health Management Solution architecture, cloud is used to store the collected data and analyse the data instead of local sites/systems. Please explain what merits this cloud-centred design has. (6 marks) 3. The Intelligent Health Management Solution is claim to be able to provide population-wide data analytics and thereby improve citizen health. With such collected data, descriptive, predicative and prescriptive analytics can be conducted to achieve this goal. Give one example of the knowledge that could be obtained from each type of the aforementioned analytics within the given context. Also explain what input data are needed for such analytics. (6 marks) 4. The measuring systems deployed at everyday locations act as heavy-weight edge systems in an Internet of Things (IoT) network. Discuss the integration between such complex edge systems and the cloud based health data management systems in terms of data transfer, data processing, user access control, etc., in the context of the given case study. (7 marks)"
Dec 02 2020 08:57 AM,Writing,Admission Services,Commenting on the Law Commission’s proposals for damages or monetary awards to be more widely...,"Commenting on the Law
Commission’s proposals for damages or monetary awards to be more widely
available in judicial review, Fordham has suggested that they amount to ‘a
modest but important reform’, and that in this age of ‘bringing rights home’,
it is ‘now time to bring remedies home’. Do you agree?"
Dec 02 2020 08:56 AM,Writing,Admission Services,1. Does the right of appeal from a decision of a tribunal to a court have the effect of negativing..,"1. Does the right of appeal from
a decision of a tribunal to a court have the effect of negativing the
advantages inherent in the tribunal system?  

 2. Why do you think it is a
common practice for senior judges to be appointed to chair public inquiries?
What advantages might such individuals bring to the conduct of an inquiry?"
Apr 23 2021 02:57 AM,Writing,Capstone,What should be included in the charter and scope for the Simulation Center? What project management.,"What should be included in the charter
and scope for the Simulation 

 Center? 

 What project management tools might
prove beneficial for Marcia? 

 Why is it important
to have a formal project closing and 

 termination? 

   

 Were roles and
responsibilities clear? 

   

 Have project
resources been disbanded, freeing them for other projects? 

   

 Have
defined/expected project management processes been applied?"
Jan 26 2021 10:12 PM,Writing,Admission Services,1. What might be the arguments for using an alternative to the term ‘maladministration’ to indicate.,"1. What might be the arguments
for using an alternative to the term ‘maladministration’ to indicate when the
public sector ombudsmen may investigate a complaint?  

 2. Shortly after the
establishment of the PCA’s offi ce, one commentator suggested that the offi ce
amounted to an ‘Ombudsmouse’ rather than an ombudsman. Is there any truth in
this jibe?"
Dec 02 2020 08:52 AM,Writing,Admission Services,Kirkham has contended that although the test of maladministration ‘has proved to be a powerful and..,"Kirkham has contended that
although the test of maladministration ‘has proved to be a powerful and
adaptable tool for the task to which the [PCA] was assigned’, the ‘lack of
clarity as to the meaning of the maladministration test is problematic . . . as
it effectively grants the [PCA] a high degree of autonomy’. Do you agree?"
Dec 02 2020 08:53 AM,Writing,Admission Services,1. Is there a case for arguing that the PCA ought to be able to carry out investigations on her own.,"1. Is there a case for arguing
that the PCA ought to be able to carry out investigations on her own initiative
rather than having to wait to receive a complaint?  

 2. Should the ombudsmen have
enforcement powers? If so, what form should those powers take?"
Dec 29 2020 12:51 AM,Writing,Admission Services,"1. To what extent, if any, do you agree with Kirkham’s judgment that ‘the Parliamentary Ombudsman...","1. To what extent, if any, do you
agree with Kirkham’s judgment that ‘the Parliamentary Ombudsman has proved to
be an effective addition to the system of administrative justice in the UK’?  

 2.  With regard to the
jurisdiction of the LGCs, could it be argued that the restriction imposed by s
26(7) of the Local Government Act 1974 is anomalous?"
Dec 02 2020 08:55 AM,Writing,Admission Services,"1. The outgoing PCA, Ann Abraham, has commented that ‘in the early days the Parliamentary...","1. The outgoing PCA, Ann Abraham,
has commented that ‘in the early days the Parliamentary Ombudsman’s customers
were considered to be MPs’. To what extent, if any, do you think that such a
view still prevails?  

 2. Should the MP filter be
retained, or is it time that complainants had direct access to the PCA?"
Jan 01 2021 08:14 PM,Writing,Admission Services,"1. How might we distinguish between civil and political rights on the one hand, and social and...","1. How might we distinguish
between civil and political rights on the one hand, and social and economic
rights on the other?  

 2. What criticisms can be
levelled at the traditional means of protecting rights and liberties in English
law? Did their shortcomings make incorporation of the ECHR inevitable?"
Jan 01 2021 08:10 PM,Writing,Admission Services,"1. To what extent, if any, do you agree with the view expressed by Lord Steyn that ‘with all its...","1. To what extent, if any, do you
agree with the view expressed by Lord Steyn that ‘with all its limitations the
ECHR is our bill of rights’?  

 2. Do you think that the UK needs
a Bill of Rights independent of the Human Rights Act? If so, what would be the
content of the rights contained therein?"
Jan 25 2021 09:43 AM,Writing,Admission Services,"With regard to the Grand Chamber’s jurisdiction to hear referrals pursuant to art 43 of the ECHR, do","With regard to the Grand
Chamber’s jurisdiction to hear referrals pursuant to art 43 of the ECHR, do you
agree with Mowbray that there are concerns as to the ‘institutional propriety
of a single court being required to operate a de facto appellate jurisdiction’?"
Jan 23 2021 03:31 AM,Writing,Admission Services,Do you agree with the view that the doctrine of a margin of appreciation is ‘essential to retain...,"Do you agree with the view that
the doctrine of a margin of appreciation is ‘essential to retain state confidence
in the operation of the system’? Sir Stephen Sedley has suggested that
following the enactment of the HRA 1998, ‘the margin of appreciation was always
going to be a headache’. What do you think he meant by this? Do you agree with
his view?"
Jan 25 2021 11:59 PM,Writing,Admission Services,"Alternatively, is it the case that the margin of appreciation is a ‘conclusory label which only...","Alternatively, is it the case
that the margin of appreciation is a ‘conclusory label which only serves to
obscure the true basis on which a reviewing court decides whether or not
intervention in a particular case is justifiable’?"
Jan 19 2021 07:25 AM,Writing,Admission Services,What are the arguments both for and against the retention of the statutory defi nition of...,"What are the arguments both for
and against the retention of the statutory defi nition of ‘obscenity’ in the
Obscene Publications Act 1959? Is the compilation of a list of activities the
depiction, etc of any one of which would be obscene a better alternative?"
Jan 23 2021 06:56 PM,Writing,Admission Services,Kearns has contended: ‘The legal sense of obscenity was once confined to sexual immorality whereas..,"Kearns has contended: ‘The legal
sense of obscenity was once confined to sexual immorality whereas in more
recent times it has been rather artificially extended to cover the favourable
presentation of drug-taking and acts that incite violence. The consequence is
that it is difficult to predict what further unpleasant portrayals will be
found to come under “obscenity” as a now burgeoning legal term of art: in view
of the current hostility to smoking tobacco, that exercise might soon be
legally subsumed under the obscenity label.’ Do you agree?"
Jan 19 2021 06:46 AM,Writing,Admission Services,"To what extent, if any, has the margin of appreciation come to be seen as a matter of right by...","To what extent, if any, has the
margin of appreciation come to be seen as a matter of right by states rather
than as a matter of judicial restraint and discretion exercised by the ECtHR? Could
the rights contained within the ECHR have been properly respected and upheld in
the UK by a means other than incorporation?"
Dec 02 2020 08:37 AM,Writing,Admission Services,With regard to the cases on the meaning of ‘functions of a public nature’ for the purposes of s...,"With regard to the cases on the
meaning of ‘functions of a public nature’ for the purposes of s 6(3)(b) of the
HRA 1998, to what extent, if any, do you agree with Baroness Hale’s observation
in YL that: ‘The law is easy to state but difficult to apply in individual
cases . . . ’?"
Dec 02 2020 08:32 AM,Writing,Admission Services,1. To what extent is the effectiveness of the HRA 1998 in protecting human rights dependent upon...,"1. To what extent is the
effectiveness of the HRA 1998 in protecting human rights dependent upon
judicial attitudes towards the notion of ‘deference’ or the ‘discretionary area
of judgment’?  

 2. Lord Steyn has opined: ‘In the
development of our country towards becoming a true constitutional state the
coming into force of the Human Rights Act on October 2, 2000 was a landmark’.
Do you agree?"
Jan 24 2021 07:41 PM,Writing,Admission Services,Is it acceptable in a trial for an offence contrary to the 1959 Act that the defence may seek to...,"Is it acceptable in a trial for
an offence contrary to the 1959 Act that the defence may seek to establish that
the publication was deliberately repulsive so as to discourage people from the
activities described rather than promote them?"
Jan 01 2021 02:37 AM,Writing,Admission Services,"To what extent, if any, do you agree with the view expressed by McGlynn and Rackley that: ‘There are","To what extent, if any, do you
agree with the view expressed by McGlynn and Rackley that: ‘There are strong
arguments for the need to consider a complete overhaul of the legal regulation
of pornography, including the repeal of the OPA, perhaps by establishing a review
committee similar to that of the Williams Committee’?"
Nov 25 2020 02:32 PM,Writing,Admission Services,1. On what basis might it be argued that Professor Stone is correct when he asserts that: ‘The...,"1. On what basis might it be
argued that Professor Stone is correct when he asserts that: ‘The English law
relating to the control of obscenity and indecency is a mess’? 

 2. What is the actusreus of
contempt under the CCA 1981?"
Jan 01 2021 08:03 PM,Writing,Admission Services,1. To what extent have the courts shown themselves willing to intervene in respect of the exercise..,"1. To what extent have the courts
shown themselves willing to intervene in respect of the exercise of police
discretion?  

 2. What purpose do the Codes of
Practice made under PACE serve?"
Nov 25 2020 02:32 PM,Writing,Admission Services,"1. Conversely, what are the arguments for restricting comments or reports on actual or pending legal","1. Conversely, what are the
arguments for restricting comments or reports on actual or pending legal
proceedings? 

 2. What do the cases on s 11 of
the CCA tell us about the likelihood of an anonymity order being made in legal
proceedings? Do you think that Re Trinity Mirror plc (2008) was rightly
decided?"
Jan 01 2021 10:33 PM,Writing,Admission Services,"In Cumming v Chief Constable of Northumbria Police (2003), Brooke LJ remarked that he had been ‘very","In Cumming v Chief Constable of
Northumbria Police (2003), Brooke LJ remarked that he had been ‘very uneasy
about this case throughout the hearing of the appeal’ and that he remained so
at its conclusion. What does the case tell us about the effectiveness of
‘reasonable suspicion’ as a safeguard against police abuse of their power of
arrest?"
Nov 25 2020 02:32 PM,Writing,Admission Services,1. What are the arguments both for and against the new criminal offence of possessing ‘extreme...,"1. What are the arguments both
for and against the new criminal offence of possessing ‘extreme pornographic’
material?  

 2. If you were asked to make a
case for the reporting by the press and media generally of court proceedings
and the discussion of issues arising in those proceedings, what arguments would
you advance?"
Nov 25 2020 02:32 PM,Writing,Admission Services,1. What is meant by the doctrine of implied licence? How might an implied licence be revoked? 2....,"1. What is meant by the doctrine
of implied licence? How might an implied licence be revoked?  

 2. Where the police have a
statutory power to enter premises, what does the case law tell us about how
this power should be exercised?"
Jan 01 2021 02:24 AM,Writing,Admission Services,If it is true that there was often confusion as to whether or not the police possessed a power of...,"If it is true that there was
often confusion as to whether or not the police possessed a power of arrest in
a given situation, was the only solution to the problem to extend the power of
arrest to all offences as the new s 24 of PACE has done?"
Nov 25 2020 02:32 PM,Writing,Admission Services,"Having regard to the police powers discussed in this chapter, to what extent, if any, do they strike","Having regard to the police
powers discussed in this chapter, to what extent, if any, do they strike the
right balance between the needs of the police to prevent or investigate crime
on the one hand, and the rights and liberties of the individual on the other?"
Dec 13 2020 09:33 AM,Writing,Admission Services,"1. Why is ‘breach of the peace’ an important concept in English law? 2. To what extent, if any, do..","1. Why is ‘breach of the peace’
an important concept in English law?  

 2. To what extent, if any, do you
agree with the view that the R v Howell definition of a breach of the peace is
too vague and imprecise?"
Dec 22 2020 10:47 AM,Writing,Admission Services,"1. Where a defendant is charged with an offence under either s 89(1) or (2) of the Police Act 1996,.","1. Where a defendant is charged
with an offence under either s 89(1) or (2) of the Police Act 1996, what requirements
must be satisfied in order for the defendant to be convicted?  

 2. Why do you think that
Parliament saw fit to treat processions and assemblies differently when
enacting the Public Order Act 1986?"
Jan 18 2021 05:20 PM,Writing,Admission Services,"1. To what extent, if any, does the list of reasons for making an arrest necessary (s 24(5)) provide","1. To what extent, if any, does
the list of reasons for making an arrest necessary (s 24(5)) provide an
adequate safeguard against the abuse of this ‘powerful weapon in the police
armoury for tackling crime’?  

 2. Why is it particularly
important that the police are always able to demonstrate that they have
authority for their actions? What might be the source of that authority?"
Dec 31 2020 11:15 AM,Writing,Admission Services,1. How do the conditions which may be imposed under ss 12 and 14 of the 1986 Act differ? Do the...,"1. How do the conditions which
may be imposed under ss 12 and 14 of the 1986 Act differ? Do the criteria for
their application differ?  

 2. Do you agree with Professor
Stone that the powers in relation to breach of the peace ought to be abolished?"
Nov 25 2020 02:32 PM,Writing,Admission Services,It has been suggested that the case law demonstrates ‘that the ultimate purpose of s 5 of the 1986..,"It has been suggested that the
case law demonstrates ‘that the ultimate purpose of s 5 of the 1986 Act [the
Public Order Act] is to act as a fulcrum at which the rights of free expression
intersect with the right of a broader section of the community not to be
harassed, alarmed or distressed’. What do the cases tell us about the courts’
approach to balancing these competing interests?"
Dec 30 2020 05:53 PM,Writing,Admission Services,"In Broadwith , it will be remembered that the DC held, inter alia, that the fact that D was walking.","In Broadwith , it will be
remembered that the DC held, inter alia, that the fact that D was walking away
from a public assembly at the material time did not mean that he had ceased to
be a part of that assembly. What would have been the implications for the power
to impose conditions under s 14 had the DC ruled otherwise on this point?"
Dec 24 2020 05:28 PM,Writing,Admission Services,Uncle Mike is at it again—trying to get a rise out of everyone at the mandatory family holiday...,"Uncle Mike is at it again—trying to get a rise out of everyone at the mandatory family holiday gathering. This time he is arguing that reparations and affirmative action are unnecessary because everyone has equal opportunity to make it in America. While you don’t necessarily want to debate the virtues or flaws of either, you do think your studies of North American slavery and the failures of Reconstruction can add some insight. What three (3) things do you want Uncle Mike to know about the experiences of Blacks in North America under slavery and slavery’s legacies today. 6-8 developed and supported paragraphs"
Dec 19 2020 02:59 PM,Writing,Admission Services,"Prior to their repeal, it was argued that the provisions in the Serious Organised Crime and Police..","Prior to their repeal, it was
argued that the provisions in the Serious Organised Crime and Police Act 2005
relating to demonstrations within the vicinity of Parliament constituted an
unnecessary extension of police powers. Do you think that the new powers under
Part 3 of the Police Reform and Social Responsibility Act 2011 strike a better
balance between protestors’ Convention rights and the need to maintain public
order?"
Dec 17 2020 01:49 PM,Writing,Admission Services,Personal statement cover all below points – Please write a 600 word statement : Reason to...,Personal statement cover all below points – Please write a 600 word statement : 	  		 Reason to undertake the course of study specified in your application;  		 Your reasons for choosing your education provider;  		 Your reasons for choosing to study in Australia rather than in your home country;  		 Your academic and/or employment background; and  		 The relevance of the course to your future career/educational plans
Dec 24 2020 09:48 PM,Writing,Admission Services,I am applying for Radiologic Technology program Personal Statement - Prepare a statement of not...,I am applying for Radiologic Technology programPersonal Statement - Prepare a statement of not more than 500 words discussing specific or unique attributes that you will bring to the program; any personal or imposed challenges or hardships you have overcome in pursuing your educational or work goals; or any other special considerations that you believe will make you a good candidate for the program.
Dec 30 2020 07:53 PM,Writing,Admission Services,Do the powers under the Public Order Act 1986 mean that the common law powers for preserving public.,"Do the powers under the Public
Order Act 1986 mean that the common law powers for preserving public order are
now redundant? What effect, if any, has the amended defi nition of ‘public
assembly’ had upon your answer?"
Dec 24 2020 06:48 PM,Writing,Admission Services,What motivated you to apply to NYU? Why have you applied or expressed interest in a particular...,"What motivated you to apply to NYU? Why have you applied or expressed interest in a particular campus, school, college, program, and or area of study? If you have applied to more than one, please also tell us why you are interested in these additional areas of study or campuses. We want to understand - Why NYU? (400 word maximum)*"
Nov 25 2020 02:32 PM,Writing,Admission Services,Will it always be the case that any prejudice to proceedings brought about by a newspaper report...,"Will it always be the case that
any prejudice to proceedings brought about by a newspaper report will have a
detrimental effect on the defence alone? Can you think of any circumstances in
which the prosecution may be prejudiced by a report in the press?"
Feb 11 2021 12:35 PM,Writing,Admission Services,Department of Computer Science Write a one page essay outlining the applicant's academic...,"Department of Computer Science   	  		  			  			  				  					  						  						  						 Write a one page essay outlining the applicant's academic interests and goals is required.   						   						   						 Note: I am trying to be admitted into a PhD in Computer Science at University of Texas at Dallas. I have a Master of Science in Computer Science from Northcentral University. My goal is one day to be part of the research team at one the well-known company such as Google, Microsoft, etc. I am also planning to be a computer science professor at one of the best universities in the US"
Jan 27 2021 08:01 AM,Writing,Admission Services,Research the expansion of the use of mobile communication devices as these affect your chosen...,"Research the expansion of the use of mobile communication devices as these affect your chosen business. How could the company better provide service via smart phone or tablet    apps, better TXT capabilities, and the like. If you are reporting\ on your own (real) company, include findings from an interview with someone in the organization involved    with technology planning. What are their priorities?"
Dec 22 2020 09:33 AM,Writing,Admission Services,1. What purpose is served by the requirement that a police officer must reasonably apprehend a...,"1. What purpose is served by the
requirement that a police officer must reasonably apprehend a breach of the
peace before he/she can exercise the power of arrest to prevent a breach from
occurring?  

 2. Does the decision in Percy v
DPP (2002)  suggest that the desecration of a national flag does not amount to
an offence under s 5 of the Public Order Act 1986?"
Feb 10 2021 12:42 PM,Writing,Admission Services,"How to write a personal statement Much like a cover letter, your personal statement...","How to write a personal statement   Much like a cover letter, your personal statement should be relevant, well-written and uniquely about you. It's your opportunity to explain or expand upon the other documents you submit as part of your application. Here are our top tips to ensure you give yourself the best chance possible. If you're applying through VTAC, please visit their website for more information specific to VTAC requirements.  Focus on your experience Your personal statement could be the difference between you getting a place at Deakin or missing out. If you don't quite meet your course entry requirements or criteria, it's an alternative way for our admissions team to assess your application and learn more about you and your strengths. So don't be afraid to gloat! You should list your achievements, work experience, skills and any obstacles you've overcome. Talk about what you're good at and what you're proud of. Include any voluntary work or activities, as these are a great reflection of who you are as a person and what you believe in. This is your chance to let us know why you would make a great Deakin student or why you may not have previously performed as well as you know you could. Keep in mind that your statement should be relevant to and demonstrate your commitment and interest in the course or study area you're applying for. Allow yourself plenty of time Draft and re-draft your personal statement. If you leave it to the last minute and write it in a hurry, it will show. Allow yourself time to revise and refine, getting rid of any information that's superfluous or repeated. It may also be a good idea to get a friend, family member or colleague to look over it. Someone with fresh eyes to pick up any errors or inconsistencies you may have missed. Check your spelling and grammar It may seem obvious, but getting your spelling and grammar right is important. Choose a tense and stick with it. Watch out for spelling mistakes (spellcheck isn't always your friend – especially if your default language is American English). Make sure you aren't missing words, that capital letters are only used where they're supposed to be, and try not to repeat words, especially adjectives. Make sure your verbs agree with your nouns (for example the team was, not the team were). Keep date formats the same throughout. Use words to express numbers from one to nine and numerals for numbers 10 and over. Consistency and accuracy is key. Stick to the format Your personal statement must be submitted as a PDF so be sure to check your spacing and layout doesn't change when you convert your document. Keep margins and fonts consistent. Using lots of colours can be distracting so keep it simple and in a format that's easy to read.
         
            
             
                 
                     Attachments:  
                 
                 Deakin-MBA.docx"
Feb 16 2021 11:41 PM,Writing,Admission Services,I need a half page motivation letter for admission in the university the letter to specify how...,"I need a half page motivation letter for admission in the university the letter to specify how personally committed and motivated person I am, leave the name , address , all specific info as XXX    I will fill them    write very high quality and standard letter promoting me as the best student for enrolment in the university program."
Mar 12 2021 06:24 AM,Writing,Admission Services,1. Exercise critical thinking and professional judgement to plan and enact a real-world...,"Want the 3 questions answered based on my CV. 1. Exercise critical thinking and professional judgement to plan and enact a real-world learning experience.  (350 words) 2. Demonstrate self-awareness in relation to your development of a range of career skills and dispositions in a real-world learning experience.  (350 words) 3. Critically reflect on your real-world learning experience and evaluate your preparedness for work . (350 words) 
         
            
             
                 
                     Attachments:  
                 
                 Learning-outc....docx edited-CV.docx"
Apr 13 2021 04:12 AM,Writing,Admission Services,What do you think Marketing and Branding are all about? Describe how they can be implemented...,What do you think Marketing and Branding are all about? Describe how they can be implemented using local examples to explain your answers.
Mar 06 2021 01:50 PM,Writing,Admission Services,"As the owner of Paradise Sportswear in Hawaii, Robert Hedin was nearly done in by Hurricane...","As the owner of Paradise Sportswear in Hawaii, Robert Hedin was nearly done in by Hurricane Iniki in 1992, which wiped out his first silk-screened and airbrushed T-shirt business. He tried again, but then Hawaii s red dirt started seeping into his warehouse and ruining his inventory. Finally, a friend suggested that he stop trying to fight Mother Nature. Hedin took the hint: He mortgaged his condo and began producing Red Dirt Shirts, all made with dye created from the troublesome local dirt. Bingo. Hedin s Red Dirt Sportswear designs are so popular, they re being snapped up by locals and tourists in Hedin s eight Paradise Sportswear retail outlets and in every Kmart on the islands. Hedin even added a new line, Lava Blues, made with real Hawaiian lava rock. ""You can make 500 shirts with a bucket of dirt,"" grins Hedin as he shows you around the operation on your first day. He s just a few years away from the usual retirement age, but he looks like a kid who s finally found the right playground. Recently, Hedin decided to capitulate to all the requests he s received from retail outlets on the mainland. Buyers kept coming to the islands on vacation, discovering Hedin s ""natural"" sportswear, and begging him to set up a deal. For a long time, his answer was no; he simply couldn t handle the extra work. But now he s hired you. As special sales representative, you ll help Hedin expand slowly into this new territory, starting with one store. Wholesaling to the local Kmarts ."
